Name,max_number_of_traces,labels_to_split,original labels,original_precision,original_simplicity,original_generalization,Xixi number of Clusters found,Xixi Precision,Xixi ARI,use_combined_context,use_frequency,window_size,distance_metric,threshold,Number of Clusters found,Precision Align,ARI,Simplicity,Generalization
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.0,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.1,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.2,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.3,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.4,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.5,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.6,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.7,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.8,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,0.9,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.EDIT_DISTANCE,1.0,1000,0.9700784826684108,0.0,0.603766182816791,0.0185758035181429
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.0,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.1,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.2,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.3,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.4,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.5,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.6,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.7,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.8,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,0.9,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.SET_DISTANCE,1.0,1000,0.9700784826684108,0.0,0.603766182816791,0.0185758035181429
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.0,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.1,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.2,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.3,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.4,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.5,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.6,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.7,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.8,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,0.9,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,2,DistanceVariant.MULTISET_DISTANCE,1.0,1000,0.9700784826684108,0.0,0.603766182816791,0.0185758035181429
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.0,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.1,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.2,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.3,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.4,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.5,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.6,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.7,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.8,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,0.9,5,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.EDIT_DISTANCE,1.0,1000,0.9700784826684108,0.0,0.603766182816791,0.0167173718844977
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.0,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.1,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.2,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.3,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.4,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.5,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.6,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.7,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.8,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,0.9,5,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.SET_DISTANCE,1.0,1000,0.9700784826684108,0.0,0.603766182816791,0.0185758035181429
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.0,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.1,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.2,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.3,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.4,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.5,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.6,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.7,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.8,3,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,0.9,5,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,3,DistanceVariant.MULTISET_DISTANCE,1.0,1000,0.9700784826684108,0.0,0.603766182816791,0.0185758035181429
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,4,DistanceVariant.EDIT_DISTANCE,0.0,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,4,DistanceVariant.EDIT_DISTANCE,0.1,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,4,DistanceVariant.EDIT_DISTANCE,0.2,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,4,DistanceVariant.EDIT_DISTANCE,0.3,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,4,DistanceVariant.EDIT_DISTANCE,0.4,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,4,DistanceVariant.EDIT_DISTANCE,0.5,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,4,DistanceVariant.EDIT_DISTANCE,0.6,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8183907706899903
feb16-1625/J_1,500,O,"N, O",0.9700784826684108,0.7543859649122806,0.8303438674595045,2,0.9778801085437052,0,False,False,4,DistanceVariant.EDIT_DISTANCE,0.7,2,0.9700784826684108,-0.0009379398797595,0.7692307692307694,0.8186643977988105
